Word                     Frequency
proteins                 9
protostar                1
provide                  7
provided                 2
provides                 4
providing                3
proving                  1
proxima                  1
public                   1
publication              1
published                8
pull                     1
pulled                   1
pulse                    1
purified                 1
purkey                   2
pursuing                 1
putative                 1
puzzling                 1
quantity                 1
quest                    1
question                 2
questions                2
radiation                2
radiation-induced        1
radically                1
radio                    7
radio-emitting           1
radiology                1
radiometer               1
ragged                   1
raise                    1
raises                   1
ramunas                  2
ran                      1
range                    5
ranking                  1
rapid                    3
rapidly                  2
rare                     1
rarely                   1
rate                     2
rates                    2
rather                   3
ray                      1
re-connect               1
reach                    3
reaching                 1
react                    2
reactions                2
ready                    1
real                     3
realized                 2
really                   4
rearrangement            1
reasons                  1
received                 1
recent                   4
recently                 1
receptors                7
recognise                1
recognises               2
recognized               1
record                   6
record-breaking          1
recording                1
records                  1
recreated                1
recruit                  1
red                      1
reduce                   3
reductions               1
reed                     1
reference                1
referred                 1
refinements              1
regimes                  2
region                   6
regions                  2
regular                  1
regulatory               1
related                  2
relation                 1
relationship             1
relatively               1
relativistic             1
released                 3
relevant                 1
reliability              1
reliable                 1
rely                     1
remain                   1
remaining                1
remains                  1
remarkable               1
remarkably               1
remnant                  1
remote                   1
remove                   1
removed                  1
renewable                1
renowned                 1
reorient                 1
repair                   5
repeat                   1
replicate                2
replication              1
report                   1
reported                 1
reports                  1
represent                1
representative           1
represents               1
reproduce                1
reproduction             1
reproductive-aged        1
require                  3
requirements             1
research                 37
researcher               1
researchers              24
researching              1
resident                 1
resistance               10
resistance:              1
resistant                2
resolution               1
resource                 1
resources                2
respectively             1
respond                  3
responders               1
response                 8
responses                1
responsible              2
rest                     2
restricted               1
result                   5
resulted                 1
resulting                1
results                  14
retardation              1
retreat                  1
retreated                1
retreats                 1
return                   1
returns                  1
reusable                 2
reuse                    1
reveal                   3
revealed                 2
revealed:                1
revised                  1
revived                  1
revolutionary            1
rhesus                   1
rice                     1
ridge                    1
ridges                   1
right                    4
rigorous                 1
rim                      6
ripped                   1
risaliti                 1
rise                     1
rishikof                 7
risk                     1
river                    2
rna                      4
roadblocks               1
roaming                  1
roaring                  1
robert                   1
robot                    1
robotic                  1
rock                     6
rocket                   2
rocks                    2
role                     3
roles                    2
ron                      1
room                     2
ross                     1
round                    1
routine                  1
routinely                1
rove                     1
rover                    7
rovers                   5
rubber                   4
rubbing                  2
run                      4
running                  1
runs                     1
runway                   3
rustling                 2
safe                     1
safety                   1
said                     67
said:                    1
sailing                  2
salmon                   10
same                     9
sample                   1
san                      3
satellite                13
satellites               6
saw                      2
say                      3
says                     6
scanned                  1
scanning                 1
scans                    1
scenario                 1
scenarios                2
schedule                 1
scheduled                2
scherrer                 1
school                   7
schwer                   1
science                  17
sciences                 6
scientific               4
scientist                3
scientists               19
screen                   1
scripps                  3
sczyrba                  1
sdo                      2
season                   1
sebastian                1
second                   7
seconds                  1
section                  1
sedimentary              1
sediments                1
see                      9
seeking                  1
seems                    1
seen                     9
segments                 1
seis                     1
seismic                  1
selected                 4
selectively              4
send                     1
sending                  1
senior                   4
sense                    3
sensitive                2
sensor                   2
sensory                  1
separate                 2
separated                2
separating               1
sept                     1
september                5
sequence                 3
sequenced                1
sequencing               1
series                   3
serpent-like             1
serves                   1
services                 1
servicing                1
sets                     1
setting                  2
seven                    3
seventh                  2
several                  5
sex                      2
share                    3
sharpness                1
she                      9
sheet                    1
sheffield                2
sheffields               1
shell                    1
shining                  1
shipping                 1
shoot                    1
short                    1
short-lived              1
short-term               1
shorts                   1
should                   5
show                     10
showed                   8
showing                  3
shown                    4
shows                    5
shredded                 1
shrinking                1
shrouds                  1
shuttle                  1
sialyl-lewis-x           1
side                     3
signal                   1
signaling                2
signals                  1
signatures               2
significant              4
significantly            4
signify                  1
signs                    2
silence                  2
silencing                4
similar                  9
similarities             1
simple                   1
simply                   1
simulated                1
simulation               1
simulations              2
simultaneously           1
since                    9
single                   7
single-cell              2
single-celled            1
sinica                   1
site                     4
sites                    2
six                      6
size                     5
skewed                   1
skull                    7
skulls                   13
sky                      3
slamming                 1
slams                    1
slex                     8
slex-like                1
slow-moving              1
slows                    1
small                    9
smaller                  5
smallpox                 1
smartphone               2
smartphones              6
smooth                   1
sniffen                  6
snout                    1
snowfall                 1
so                       25
socializing              1
socorro                  1
software                 4
soho                     2
soil                     1
solar                    10
solely                   1
solid                    2
solve                    1
solved                   1
some                     15
someday                  1
something                2
sometimes                3
sonar                    1
soon                     1
sort                     2
sound                    3
sounds                   4
source                   6
sources                  3
south                    1
space                    57
space-based              1
space-going              1
space-worthy             1
spacecraft               9
spacelab                 4
spark                    1
spawn                    2
spawning                 1
specific                 6
specifically             1
spectra                  1
spectral                 1
spectrometry             1
speed                    3
speeds                   1
spell                    1
spend                    1
spent                    1
sperm                    12
sperm-binding            1
sperm-egg                1
sperms                   1
spheres                  1
spin                     1
spiral                   6
spirals                  1
spirit                   2
spitzer                  1
split                    2
sporadically             1
spot                     4
spots                    2
spread                   2
spreading                1
spring-run               1
spur                     1
squyres                  1
st                       1
stabilization            1
stage                    8
stages                   3
standard                 2
standards                2
stanford                 3
star                     18
star-formation           1
star-like                1
stared                   1
stars                    10
stars08.23.11            1
stars08.31.11            1
start                    1
started                  3
starting                 1
state                    4
state-of-the-art         1
stathis                  1
static                   4
station                  20
stations                 1
stays                    1
steadily                 1
steady                   1
stellar                  2
step                     4
stepanauskas             3
steve                    1
sticky                   2
still                    10
stimulate                1
stimulated               1
stimulates               2
stitch                   1
stockholm                1
stop                     1
store                    1
stored                   1
storing                  1
storm                    1
storms                   1
straight                 2
straightened             1
strain                   1
strategies               3
stream                   4
streaming                1
streams                  4
stress                   12
stress-related           3
stress-response          1
stretches                1
strikingly               1
strong                   2
strongly                 1
structure                4
structured               1
structures               3
sts-135                  2
student                  1
students                 15
studied                  3
studies                  10
study                    39
studying                 5
sub-fertility            2
submarine                1
submerged                2
subsequently             1
success                  2
successful               2
successfully             1
such                     13
suddenly                 1
sugar                    6
sugar-depleted           1
sugars                   8
suggest                  4
suggested                2
suggesting               1
suggests                 1
suite                    3
sulfate-rich             1
summer                   3
summers                  1
sun                      12
sun-like                 1
sunlight                 1
suns                     7
sunspot                  8
sunspots                 12
supermassive             10
supersized               1
supersonic               2
supplement               1
supplies                 1
support                  4
supported                1
supporting               2
suppressor               1
sure                     2
surface                  12
surfaces                 1
surge                    1
surprise                 3
surprised                1
surrounding              3
surroundings             1
survey                   2
surveyed                 1
survive                  3
susceptible              1
sustained                1
sven                     2
swallow                  1
sweet                    1
swift                    10
swifts                   1
swirl                    1
swirling                 1
swirls                   1
symmetrical              5
symmetry                 1
symptoms                 2
synchronized             1
synthesised              1
system                   13
systems                  6
tag                      1
taiwan                   1
take                     2
taken                    3
takes                    1
taking                   4
tale                     1
tangible                 1
tanja                    1
tape                     1
target                   7
targeted                 2
targeting                3
targets                  3
task                     2
teachers                 1
teaching                 1
team                     23
teams                    2
tease                    1
technique                4
techniques               2
technologies             3
technology               2
teeth                    1
telescope                9
telescopes               3
tell                     1
telltale                 1
temperature              5
temperatures             5
tennis                   1
termed                   1
terminus                 2
terms                    2
terrestrial              1
territories              1
test                     5
tested                   3
testing                  3
tests                    2
texas                    3
than                     33
thank                    2
that                     184
thats                    2
the                      890
their                    38
them                     16
then                     8
theoretical              1
theories                 1
therapies                3
therapy                  6
there                    19
therefore                5
theres                   4
these                    49
thesis                   1
they                     57
theyve                   1
thick                    1
thin                     1
thing                    1
things                   3
think                    5
thinking                 1
thirty                   1
this                     82
thompson                 7
those                    17
though                   2
thought                  4
thousand                 1
threats                  1
three                    7
three-axis               2
three-dimensional        2
three-month              1
thrilling                1
through                  11
throughout               2
thrown                   1
thus                     4
ticker                   1
ticket                   1
tidal                    1
tidally                  1
tides                    1
time                     22
time-distance            1
time-lapse               2
time-limited             1
times                    8
timescales               1
tiny                     2
tisdale                  3
tissue                   1
tissues                  2
to                       351
today                    2
todays                   1
together                 9
told                     1
tolerated                1
tons                     1
too                      3
took                     2
tools                    1
tooth                    1
toothed                  5
top                      2
tornado                  1
torsion                  1
total                    2
tourism                  2
toward                   7
towards                  4
trace                    1
track                    1
tracker                  1
tracking                 1
traditional              1
traits                   1
transcribed              2
transcript               1
transferred              1
transform                1
translational            1
transmit                 1
transparent              1
transport                2
transportation           1
trapping                 1
travel                   2
traveling                2
traverses                1
treated                  2
treating                 1
treatment                1
treatments               3
tree                     1
trend                    1
trial                    7
trials                   2
trick:                   1
trigger                  1
trips                    1
truck                    1
true                     1
truly                    3
trying                   3
tube                     3
tubing                   11
tuesday                  1
tuesdays                 1
tumor                    3
tumour                   2
tumour-selective         2
tumours                  4
turbulent                1
turn                     1
turnaround               2
turned                   1
turning                  1
tvis                     1
twenty-fifth             1
twice                    1
twilight                 2
twin                     2
twist                    1
twisted                  1
two                      27
two-dimensional          1
types                    2
typical                  1
typically                1
u-m                      5
u.k.                     1
u.s.                     1
uc                       3
uk                       1
ulcers                   1
ultimately               1
ultra-sensitive          1
ultraviolet              1
unable                   1
unaccounted              1
unanswered               1
uncover                  2
uncovered                2
uncultured               1
under                    7
undergo                  2
understand               7
understanding            8
understood               1
underwater               1
unequal                  1
unexplained              3
unfertilised             2
unintended               1
unique                   5
united                   1
universe                 1
universities             1
university               24
unknown                  1
unleashes                1
unless                   1
unlike                   2
unloaded                 1
unprecedented            4
unravel                  1
unravelling              2
unscathed                1
until                    2
untreated                1
unusual                  4
uottawa                  2
up                       9
upsets                   1
upstream                 2
upward                   1
us                       7
usa                      1
use                      14
used                     15
useful                   1
users                    4
uses                     5
using                    13
usually                  2
va                       1
vaccine                  12
vaccines                 3
vaccinia                 1
value                    2
values                   2
vancomycin               1
vandenberg               2
various                  2
vegetation               1
vehicle                  5
vehicles                 3
veins                    1
velocities               1
venerable                1
venture                  1
verify                   1
versatile                1
very                     14
veteran                  1
via                      3
vibrate                  1
vibrations               1
victoria                 4
video                    3
vienna                   1
view                     3
viewed                   2
viirs                    2
viral                    5
virus                    10
viruses                  5
visible                  2
visible-light            1
visible/infrared         1
vision                   2
visited                  1
vital                    1
vitro-fertilisation      1
volcanic                 1
vulnerability            1
vulnerable               2
w.m                      1
walter                   1
wang                     1
want                     6
wanted                   1
warm                     2
warmest                  1
warming                  5
warnings                 1
was                      51
washington               4
wasnt                    1
wastage                  1
watched                  1
watching                 1
water                    31
water:                   1
watershed                1
wave                     2
wavelengths              4
waverider-type           1
waves                    6
way                      10
ways                     2
we                       66
wear                     2
weather                  7
wed                      1
week                     4
weeks                    4
weigh                    2
weighing                 1
weight                   1
well                     8
well-built               1
well-known               3
well-organized           1
well-preserved           1
went                     2
were                     29
wet                      2
weve                     6
whale                    6
whales                   18
what                     19
whats                    1
when                     22
where                    13
whether                  2
which                    36
while                    9
whim                     1
who                      13
whole                    4
why                      4
wide                     3
wide-field               1
widely                   1
will                     36
william                  1
window                   1
wing                     1
winged                   1
wings                    2
winning                  1
wise                     13
wises                    1
with                     79
within                   6
without                  5
wonder                   1
wont                     1
wood                     1
work                     8
worked                   1
working                  9
works                    1
world                    9
world-first              2
worlds                   2
worldwide                2
worse                    1
would                    26
wouldnt                  1
wove                     1
woyke                    2
wreaks                   1
wright                   3
x-                       1
x-class                  1
x-ray                    8
x-rays                   6
y                        9
yates                    1
year                     11
years                    32
yet                      7
yeung                    1
yield                    1
york                     5
you                      9
young                    5
your                     3
youre                    1
ys                       2
yukon                    1
zauderer                 2
zauderers                1
zhao                     1
zinc                     2
zone                     2
