Word                     Frequency
implications             1
implying                 1
importance               3
important                22
importantly              1
impossible               1
impressive               1
imprisoned               1
improve                  7
improved                 2
improvement              4
improvements             4
improves                 1
improving                3
in                       518
inactivate               1
inc                      2
include                  6
included                 4
includes                 2
including                21
incoming                 1
incorporate              1
increase                 3
increases                1
increasing               1
incredible               1
incredibly               3
indeed                   2
independent              1
indicate                 3
indicated                2
indicates                2
indicating               1
indication               2
indications              1
indigent                 1
individual               3
individually             1
indoor                   1
inducing                 2
industries               1
industry                 8
ineffective              1
inefficient              1
inert                    1
infalling                1
infect                   1
infections               1
infectious               2
infertility              3
inflated                 1
influence                2
informally               1
information              10
informed                 1
infrared                 8
infrastructure           3
infrastructures          1
infringement             2
infusion                 2
inhabit                  1
initial                  3
initially                3
initiated                1
initiating               1
inject                   1
injected                 2
inner                    3
innermost                1
innovation               5
innovative               1
inorganic                1
input                    1
insert                   1
inserted                 1
inside                   7
insight                  1
insights                 2
insisting                1
inspired                 1
installations            1
instance                 1
instances                1
instead                  5
institute                19
institutes               1
institutions             1
instrument               4
instrumentation          1
instruments              4
insufficient             1
integrate                3
integrated               5
intel                    4
intellectual             1
intelligence             1
intended                 2
intenders                1
intending                1
intense                  3
intensive                1
intentional              1
interact                 3
interaction              4
interactions             3
interest                 6
interested               5
interesting              3
interestingly            1
interfere                1
interference             1
interglacial             1
internal                 4
international            7
internationally          1
internet                 9
interpret                2
interstellar             1
interview                1
intimately               1
into                     43
intravenous              4
intravenously-delivered  1
introduced               1
intrusion                1
invented                 1
invention                2
invested                 1
investigate              1
investigating            2
investigation            7
investigations           1
investigator             6
investigators            4
investment               1
involved                 9
involves                 3
involving                4
ion                      1
ions                     10
ios                      8
ipad                     5
iphone                   13
irregularity             1
is                       273
islands                  1
isnt                     8
isolate                  1
isolated                 1
isolating                1
isolation                1
israel                   1
issue                    9
issued                   3
it                       154
italy                    2
item                     1
ithaca                   1
its                      75
itself                   8
itunes                   1
j                        1
j1644+57                 4
jan                      1
japan                    2
japan-led                1
jason                    1
jaw                      1
jaws                     2
jay                      1
jennerex                 2
jet                      9
jets                     18
jewellery                1
jgi                      3
jgis                     1
jim                      2
job                      2
jobs                     5
johannes                 2
john                     4
joined                   1
joint                    3
jon                      1
jose                     2
journal                  18
journalists              1
jpss                     3
judge                    4
julia                    2
julius                   1
july                     7
jumbo                    1
jump                     1
jumps                    1
june                     2
junfeng                  1
junior                   1
junwei                   1
jupiter                  1
just                     27
justice                  15
justify                  1
jx-594                   4
k                        1
kan                      1
kansas                   1
kea                      2
keck                     1
keen                     1
keep                     6
keeping                  1
ken                      1
kennedy                  2
kennedys                 1
kept                     2
kerosene                 2
key                      15
khlobystov               2
kibo                     1
kidding                  1
kids                     7
killer                   1
kilometers               2
kind                     12
kindle                   5
kindle/tablet            1
kindles                  2
kinds                    3
kirchman                 1
kirkpatrick              2
kirn                     1
kish                     2
kitchen                  1
km                       1
knife                    1
knock                    1
knocking                 2
knot                     1
knots                    1
know                     10
knowing                  1
knowingly                1
knowledge                4
known                    15
knows                    1
knudsen                  1
koenig                   1
kong                     3
konstantin               1
kosovichev               1
kostya                   1
krauter                  1
ksc                      2
kwong                    1
l                        1
la                       1
lab                      6
laboratories             1
laboratory               17
laboratorys              1
labs                     3
lack                     3
land                     2
landing                  4
language                 1
languish                 1
laptop                   1
laptops                  2
large                    10
large-area               1
large-scale              1
largely                  3
larger                   5
largest                  2
larry                    1
las                      2
laser                    2
last                     11
lasted                   2
lasting                  1
lasts                    3
late                     4
lately                   1
later                    5
latest                   4
lattice                  2
launch                   23
launched                 4
launching                1
lavery                   1
law                      4
lawsuit                  5
lawsuits                 4
layer                    5
layers                   3
lazy                     2
lcd                      7
lcds                     3
lead                     13
leader                   2
leaders                  1
leading                  6
leads                    5
lean                     1
leaning                  1
leap                     1
leapfrog                 1
learn                    1
learned                  4
learning                 1
least                    11
leave                    2
leaves                   1
leaving                  1
led                      12
lefkowitz                1
left                     5
leftkowitz               1
leftward                 1
legal                    3
leisure                  1
lenovo                   1
less                     15
less-acidic              1
let                      1
lets                     2
letter                   1
letters                  2
letvin                   2
level                    2
leveling                 1
levels                   3
levi                     3
lfi                      1
lg                       1
li                       1
liao                     2
license                  2
licenses                 2
licensing                3
life                     11
lifeblood                1
lifecycle                1
lifetime                 1
light                    29
light-harvesting         1
light-years              4
lighter                  6
lights                   1
like                     34
likely                   16
liking                   1
limb                     1
limited                  4
limits                   2
line                     2
lineages                 1
lined                    1
lines                    1
link                     2
linked                   3
linkedin                 1
links                    1
linux                    1
liquid                   5
liquid-like              1
lisa                     1
list                     3
literally                1
litigation               5
litigations              1
little                   6
live                     3
lived                    1
lives                    1
living                   3
lizard                   1
llc                      1
loaded                   1
loading                  2
local                    3
locality                 1
located                  5
location                 2
locations                4
lock                     1
logic                    2
loic                     2
loic-users               1
london                   3
long                     13
long-term                5
longer                   7
longest-observed         1
longstanding             1
look                     12
looked                   2
looking                  7
looks                    5
loos                     6
loose                    1
lop                      1
lopped                   1
los                      4
lose                     2
losing                   1
loss                     6
loss-of-function         1
losses                   2
lost                     7
lot                      5
louis                    1
lounge                   1
love                     1
low                      5
lower                    7
lt                       1
lte                      1
lulzsec                  3
luminous                 1
lumpy                    1
lunchtime                1
lung                     1
m                        1
m.d                      2
macaques                 1
macbook                  1
machinery                1
macromolecular           2
madden                   1
maddens                  1
made                     11
magellan                 1
magic                    1
magistrate               1
magnetic                 5
magnetism                2
magnetometers            2
magnitude                1
main                     2
mainstream               1
maintain                 3
maintained               1
maintaining              3
maintains                1
maintenance              2
majer                    2
major                    5
majority                 1
make                     18
makes                    5
making                   3
mammals                  1
mammoth                  1
mammoths                 1
managed                  2
management               4
manager                  2
managing                 2
manas-zloczower          3
manchester               3
manipulate               2
manipulated              1
manipulating             1
manipulation             1
manipulations            1
manufacture              1
manufactured             1
manufacturers            2
manufacturing            6
many                     21
marc                     1
march                    4
marcio                   1
marilyn                  1
marine                   1
marisa                   1
mark                     1
marked                   1
markedly                 2
market                   8
marketing                1
marketplace              1
markets                  2
marks                    1
marquee                  1
mars                     10
marshal                  1
marshals                 1
martian                  2
martin                   1
mascola                  1
mass                     21
mass-spectrometric       1
masses                   1
massive                  2
master                   1
match                    3
mated                    1
mateo                    1
material                 40
materialized             1
materials                20
materialscience          1
matric                   1
matter                   2
matters                  1
matthew                  1
maturation               1
mature                   1
matures                  1
mauna                    2
max                      1
maxi                     2
maximum                  1
may                      31
maybe                    1
mccullagh                1
mcmaster                 3
mcmasters                2
md                       2
me                       3
me:                      1
mean                     2
means                    10
meant                    1
meanwhile                2
measure                  1
measured                 2
measurement              1
measurements             6
measuring                1
mechanical               7
mechanics                1
mechanism                4
mechanistic              1
medal                    1
media                    1
medias                   1
medical                  6
medicine                 8
meet                     4
meetings                 1
meets                    1
melechko                 2
melting                  3
member                   3
members                  8
membership               1
membranes                2
memory                   6
men                      2
mending                  1
mental                   1
mention                  1
mercedes                 1
mere                     1
merge                    3
merged                   2
merger                   10
mergers                  2
mernild                  1
met                      1
metabolic                3
metabolism               1
metagenomics             1
metal                    4
metal-insulator-metal    1
metallic                 3
metals                   1
meteorologists           2
meters                   1
methane                  1
method                   7
methods                  4
metres                   7
mg                       1
miami                    1
michael                  4
michigan                 1
micro-g                  6
microbes                 3
microbial                3
microchips               1
microelectronics         1
microgravity             4
micromechanical          2
microns                  1
microorganisms           2
microrobot               1
microscope               1
microscopic              2
microscopy               2
microsoft                9
microsofts               1
microsystems             1
microwave                3
microwaves               3
middle                   1
middle-aged              1
might                    12
mild                     2
miles                    5
military                 1
milky                    2
milling                  1
million                  10
millions                 3
mimic                    1
mind                     1
minded                   1
minerals                 2
minimal                  1
miniscule                1
minor                    4
minutes                  1
miracle                  1
miscarriages             2
misdemeanor              2
mismatch                 1
missed                   2
missing                  3
mission                  6
missions                 5
missouri                 2
mit                      1
mittivakkat              8
mix                      1
mmmm                     1
mobile                   7
mobility                 2
mode                     1
model                    14
models                   5
modems                   1
moderate                 1
modern                   5
modified                 4
modifying                1
modular                  1
module                   1
molded                   2
molecular                7
molecule                 4
molecules                11
momentum                 3
money                    2
monitor                  4
monitoring               2
monitors                 2
monolayer                1
monopoly                 1
monterey                 1
month                    4
months                   4
moon                     1
more                     62
morse                    1
most                     29
mostly                   2
motion                   2
motions                  1
motorola                 4
mouse                    1
move                     2
moved                    3
movies                   6
moving                   3
much                     30
multilayer               1
multiple                 5
museum                   2
must                     5
mutations                1
my                       3
mysteries                1
mysterious               1
mystery                  1
mysticetes               1
n.m                      2
n.y.                     1
name                     3
named                    6
namely                   1
names                    1
nano                     1
nano-level               1
nano-reactor             1
nano-reactors            1
nano-sized               1
nanobud                  1
nanobuds                 2
nanocircuitry            1
nanofiber                2
nanofibers               17
nanometer                2
nanometers               1
nanometres               1
nanoparticles            2
nanoracks                3
nanoribbon               1
nanoribbons              1
nanoscale                2
nanostructures           7
nanotechnology           3
nanotube                 12
nanotube-based           1
nanotubes                16
narasimhaboddeti         1
narrow                   2
nasa                     11
nasal                    1
nasas                    22
national                 17
natural                  16
naturally                2
nature                   14
navigate                 1
navigation               1
nbi                      1
nc                       1
ncar                     1
near                     9
nearby                   1
nearest                  2
nearly                   2
necessarily              2
necessary                3
necessity                1
need                     15
needed                   5
needs                    1
negative                 3
negatively               4
negatively-charged       1
negotiating              1
neighborhood             3
neighbors                1
neither                  1
nelson                   1
netherlands              1
network                  4
networked                1
networking               1
networks                 2
neuropsychiatric         1
neurotransmitters        1
neutralizing             3
nevada                   1
never                    1
never-before-seen        1
new                      84
newer                    1
newest                   1
newly                    4
news                     4
next                     23
nextel                   1
ngc                      7
niaid                    1
nicholas                 1
nickel                   3
niels                    5
nine                     3
nintendo                 1
nitrogen                 2
nitrogen-centers         1
no                       22
no-name                  1
noaa                     2
nobel                    2
noble                    1
nolan                    1
non-                     1
non-action               1
non-living               2
non-protein-coding       3
nontoxic                 1
nor                      2
noradrenaline            2
normal                   6
norman                   1
north                    2
northern                 1
noses                    1
not                      78
note                     1
noted                    4
notes                    2
nothing                  2
notice                   1
noticeably               1
nottingham               2
novel                    5
november                 3
novoselov                3
now                      35
npd                      1
npds                     1
npp                      15
npps                     1
nuclear                  1
nucleases                1
nuclei                   1
nucleus                  1
number                   12
numbers                  3
numerous                 3
nylon                    2
oak                      1
objected                 1
objective                2
objectives               1
objects                  5
obscured                 1
obscuring                1
observable               1
observation              2
observations             18
observatories            1
observatory              6
observatorys             1
observe                  5
observed                 5
observing                2
obstetrics               1
obstructed               1
obtained                 4
obvious                  1
obviously                1
occlusion                2
occupy                   1
occur                    2
occurred                 1
occurring                2
occurs                   1
ocean                    11
oceanic                  1
oceanographic            1
oceans                   4
oct                      2
october                  3
odontocetes              1
odyssey                  5
of                       794
off                      11
off-axis                 1
off-the-shelf            1
offer                    3
offered                  3
offering                 1
offerings                1
offers                   1
office                   7
officer                  1
official                 2
officially               1
officials                3
often                    5
oftentimes               1
ohio                     1
ohri                     3
old                      2
on                       173
on-chip                  1
on-demand                1
onboard                  2
once                     7
oncolytic                2
one                      51
one-atom-thick           1
one-eye                  1
ones                     2
ongoing                  1
online                   8
only                     33
onset                    2
onto                     3
open                     3
open-source              1
opened                   1
opening                  1
openings                 1
operability              1
operable                 1
operate                  6
operated                 2
operates                 2
operating                9
operational              4
operations               3
operators                1
opportunity              17
opportunitys             1
opposed                  1
opposite                 3
oppositely               1
optical                  6
optics                   1
optimal                  2
optimized                1
option                   4
options                  2
optoelectronics          1
optometric               1
optometrist              1
optometrists             1
optometry                1
or                       72
oracle                   3
orbit                    5
orbital                  3
orbited                  1
orbiters                 1
orbits                   1
orbs                     1
order                    3
orders                   1
organic                  13
organisms                3
organization             1
organizations            2
organize                 3
organized                3
organs                   1
original                 1
os                       2
other                    55
others                   6
otherwise                1
ottawa                   4
our                      50
ourselves                1
out                      38
outages                  1
outbreaks                1
outburst                 1
outcomes                 1
outcrops                 1
outdoor                  1
outer                    12
outflow                  2
outflows                 1
outgoing                 1
outlet                   1
outlines                 1
outperforms              1
outside                  3
outstanding              1
oven                     1
over                     24
over-hype                1
overactive               1
overall                  2
overcome                 1
overlaid                 1
overland                 1
overlay                  1
owls                     1
own                      9
owned                    2
owner                    1
owners                   1
oxide                    3
oxygen                   1
p53                      2
pacific                  1
pack                     1
package                  3
packing                  1
pad                      2
painstaking              1
paint                    2
painted                  1
pair                     11
pairs                    2
paleontology             3
palomar                  1
panel                    2
pang                     1
pano                     2
panoramic                1
paper                    14
papers                   1
parameters               1
parent                   4
park                     1
parrella                 3
part                     14
participants             5
participate              1
participated             2
participation            2
particles                1
particular               4
particularly             3
partner                  1
partnership              1
parts                    6
pasadena                 5
pass                     1
passengers               1
passing                  1
past                     7
patch                    2
patches                  3
patent                   9
patents                  15
path                     1
pathogens                1
pathology                1
pathway                  7
pathways                 4
patients                 11
patrick                  1
patterns                 3
paul                     1
pause                    1
pave                     1
paves                    1
pay                      1
payload                  2
paypal                   2
pc                       1
pcs                      2
pdt                      10
peak                     2
peculiarities:           1
peek                     1
pending                  1
penetrate                1
penetrates               2
penn                     11
penns                    1
people                   12
pepi                     1
peptic                   1
per                      5
percent                  22
percentage               2
perception               1
perfect                  2
perform                  2
performance              17
performed                7
performs                 3
perhaps                  1
period                   2
periods                  1
permafrost               3
permission               2
persistent               1
person                   4
peter                    1
ph.d                     1
phase                    4
phd                      1
phenomena                1
phenomenon               5
phil                     1
philip                   1
phone                    22
phone-related            1
phones                   13
photodetectors           2
photograph               1
photographic             1
photonics                1
photons                  6
photos                   4
photosynthesis           1
photovoltaic             7
photovoltaics            1
physical                 4
physicist                1
physicists               2
physics                  6
physiology               1
picture                  3
piece                    4
pieced                   1
pillar                   1
pilot                    2
pinging                  1
pinpoint                 1
pint                     4
pioneers                 1
pittsburgh               1
pixel                    1
pixels                   1
place                    8
placed                   5
placement                1
places                   1
plagued                  1
plan                     4
planck                   1
planet                   6
planet-sized             1
planetary                1
planets                  2
planned                  5
planning                 3
plans                    4
plants                   2
plasma                   2
plasmonic                4
plasmonics               2
plateau                  1
plates                   1
platform                 2
plausible                1
play                     5
playbook                 1
played                   1
player                   2
players                  1
playing                  4
plays                    1
plea                     1
plead                    1
pleaded                  1
pleasant                 1
pleistocene              1
plos                     2
pm                       13
poh-choo                 1
poinar                   2
point                    7
point-to-point           1
pointed                  2
points                   2
polar                    2
polar-orbiting           2
polarity                 1
polarized                1
polarizer                2
polarizers               6
polarizing               4
police                   10
policies                 1
pollution                1
polyurethane             6
polzik                   2
poor                     2
popular                  1
population               1
populations              1
portfolios               1
portion                  1
posited                  1
position                 4
positions                1
positive                 3
positively               3
possess                  1
possesses                1
possessing               1
possibilities            1
possibility              2
possible                 15
possibly                 3
post                     3
post-doctoral            2
postdoctoral             4
potential                9
potentially              5
pound                    2
powell                   1
powells                  1
power                    12
powered                  1
powerful                 7
powerhouse               1
powering                 1
practical                3
practice                 2
pre-trial                1
precipitation            1
precisely                4
preclude                 1
precursor                1
predates                 1
predators                1
predatory                1
predecessors             1
predict                  3
predicted                4
predicting               1
prediction               2
predictions              2
predictive               3
predicts                 1
predominant              1
prefer                   1
preferentially           1
prelaunch                1
preliminary              3
prelude                  1
premature                1
preparation              1
preparations             1
preparatory              1
preparing                1
presence                 3
present                  7
presentation             1
presentations            1
presents                 1
preserved                1
preside                  1
pressing                 1
pressure                 2
pressurized              1
pretty                   1
prevented                2
preventing               1
prevention               1
previous                 4
previously               12
prey                     1
price                    5
prices                   2
pricing                  1
primarily                3
primary                  2
primates                 2
prime                    3
principal                6
print                    1
prior                    2
priority                 1
pristine                 1
private                  1
prize                    2
probably                 2
problem                  14
problems                 6
procedure                1
proceedings              1
process                  15
processes                2
processing               4
processor                2
produce                  5
produced                 3
producing                2
product                  2
production               4
productivity             1
products                 4
prof                     1
professor                29
profile                  1
program                  6
programme                2
progress                 1
prohibited               2
project                  8
projects                 3
prolong                  1
promise                  4
promises                 3
promising                5
promote                  1
proof-of-concept         1
propellant               1
properly                 3
properties               16
property                 4
proposal                 2
proposed                 3
propulsion               2
prosecute                1
prosecutor               1
prosecutors              2
prospect                 1
prosperous               1
prostate                 1
protect                  1
protective               1
protein                  7
protein-coding           1
proteins                 9
protester                1
protests                 1
protostar                1
prototype                5
protrusion               3
proves                   1
provide                  7
provided                 4
provides                 5
providing                4
proving                  1
provost                  1
proxima                  1
public                   3
publication              1
publicly                 2
published                17
pull                     1
pulled                   1
pulse                    2
punch:                   1
pundit                   1
purchase                 3
pure                     3
purification             1
purified                 1
purify                   1
purkey                   2
purposes                 2
pursuing                 1
push                     2
put                      4
putative                 1
putting                  3
puzzling                 1
qualities                3
quality                  5
quantify                 1
quantity                 1
quantop                  3
quantum                  34
quantum-computer         1
quarter                  7
quest                    1
question                 2
question:                1
questions                3
quick                    1
quickly                  2
quipped                  1
quite                    2
radiation                2
radiation-induced        1
radically                1
radio                    8
radio-emitting           1
radiofrequency           1
radiology                1
radiometer               1
ragged                   1
raise                    1
raises                   2
ramunas                  2
ran                      1
randomly                 1
range                    9
ranging                  1
ranking                  1
rapid                    3
rapid-fire               1
rapidly                  5
rare                     2
rarely                   1
rate                     2
rates                    6
rather                   4
rational                 1
ray                      1
re                       1
re-connect               1
re-emitted               1
re37802                  1
reach                    6
reached                  1
reaching                 1
react                    2
reacting                 1
reaction                 2
reactions                6
reactors                 1
read                     2
readily                  1
reading                  1
ready                    2
real                     11
real-world               2
reality                  1
realized                 2
really                   5
rearrangement            1
reason                   2
reason:                  1
reasons                  5
received                 2
receives                 1
receiving                2
recent                   8
recently                 3
receptors                7
recession                4
recharged                1
recipe                   1
recognise                1
recognises               2
recognized               1
record                   9
record-breaking          1
recording                1
records                  3
recover                  1
recreated                1
recruit                  2
recycling                1
red                      1
redmondians              1
reduce                   3
reduction                1
reductions               1
redwood                  2
reed                     1
reference                1
referred                 2
refinements              1
regardless               2
regime                   1
regimes                  2
region                   6
regional                 2
regions                  2
regular                  3
regulate                 1
regulators               1
regulatory               1
rein                     1
reinforced               7
reinforcing              1
rejected                 1
relate                   1
related                  5
relates                  2
relation                 2
relationship             1
relative                 1
relatively               1
relativistic             1
relay                    1
release                  2
released                 4
relevant                 1
reliability              1
reliable                 3
reliably                 1
relies                   1
rely                     3
remain                   1
remaining                1
remains                  1
remarkable               4
remarkably               2
remember                 2
remnant                  1
remorse                  1
remote                   1
remove                   1
removed                  1
renew                    1
renewable                2
renowned                 1
reorient                 1
repair                   5
repeat                   1
repeated                 2
repeatedly               2
repellent                1
replace                  2
replaces                 1
replicate                2
replication              1
report                   10
reported                 7
reportedly               1
reporters                1
reports                  4
represent                1
representative           1
representatives          1
represents               1
reproduce                1
reproduction             1
reproductive-aged        1
repulsive                1
reputation               1
request                  1
requests                 1
require                  3
required                 2
requirements             2
requiring                1
research                 62
researcher               9
researchers              49
researching              1
resemble                 1
resembles                1
reserve                  2
resident                 1
resins                   1
resistance               10
resistance:              1
resistant                2
resolution               2
resonator                2
resonators               1
resource                 1
resources                3
respectively             1
respond                  4
responded                1
responders               1
response                 9
responses                1
responsible              3
rest                     4
restricted               1
restricting              1
result                   8
resulted                 1
resulting                1
results                  22
retaining                1
retardation              1
retreat                  1
retreated                1
retreats                 1
retribution              2
return                   4
returns                  1
reusable                 2
reuse                    1
reuters                  5
reveal                   3
revealed                 2
revealed:                1
revenue                  1
revenues                 3
reversed                 1
review                   3
reviewing                1
revised                  1
revived                  1
revolutionary            1
revolutionize            1
reward                   1
rf                       1
rhenium                  2
rhesus                   1
rice                     5
rices                    1
rides                    1
ridge                    2
ridges                   1
right                    12
rigid                    1
rigorous                 1
rim                      6
rims                     1
ripped                   1
risaliti                 1
rise                     1
rishikof                 7
risk                     1
risks                    1
river                    2
rna                      4
roadblocks               1
roaming                  1
roaring                  1
robert                   4
robot                    1
robotic                  1
robust                   1
rock                     6
rocket                   2
rocks                    2
roger                    1
role                     6
roles                    2
roll                     1
ron                      1
room                     3
rooms                    1
ross                     1
rotor                    1
rotors                   1
round                    1
roundup                  1
route                    1
routers                  1
routine                  1
routinely                1
rove                     1
rover                    7
rovers                   5
rubber                   4
rubbing                  2
rui                      1
rumor                    1
rumors                   1
run                      5
running                  2
runs                     1
runway                   3
rush                     1
rustling                 2
sacrificing              1
safe                     2
safer                    1
safety                   1
sage                     1
said                     115
said:                    3
sailing                  2
sale                     1
salesforce               1
salesforce.coms          1
salesforces              1
salmon                   10
same                     17
sample                   1
samples                  2
samsung                  1
samueli                  1
san                      15
sandoval                 1
sandwiched               1
sarrel                   1
sat                      1
satellite                13
satellites               7
savings                  2
saw                      2
say                      10
saying                   6
says                     11
scale                    1
scaleable                1
scaling                  1
scanned                  1
scanning                 1
scans                    1
scenario                 2
scenarios                2
schedule                 1
scheduled                3
scherrer                 1
schmidt                  21
schmidts                 1
school                   11
schools                  1
schwer                   1
science                  24
sciencedaily             10
sciences                 6
scientific               9
scientist                3
scientists               26
scope                    1
scores                   1
scoring                  1
scotch                   1
scott                    1
screen                   1
screens                  2
scripps                  3
sczyrba                  1
sdo                      2
seals                    1
search                   9
season                   1
sebastian                1
second                   12
seconds                  1
secret                   2
section                  1
sector                   2
secure                   1
security                 2
sedimentary              1
sediments                1
see                      14
seeing                   2
seeking                  1
seem                     2
seemed                   1
seemingly                2
seems                    2
seen                     12
segal                    1
segments                 1
seigler                  1
seis                     1
seismic                  1
select                   1
selected                 5
selectively              4
self-assemble            1
self-contained           1
sell                     2
selling                  1
semiconductor            3
semiconductors           4
send                     1
sending                  2
senior                   5
sense                    4
sensitive                4
sensor                   2
sensors                  2
sensory                  1
separate                 5
separated                2
separating               1
separation               1
separations              1
sept                     1
september                16
sequence                 3
sequenced                1
sequencing               1
serendipitous            1
sergeant                 1
sergio                   1
series                   3
serious                  2
serpent-like             1
serve                    2
servers                  1
serves                   2
service                  2
services                 3
servicing                1
serving                  1
sessions                 1
set                      2
sets                     3
setting                  3
settled                  1
settlement               1
seven                    6
seventh                  2
several                  14
severe                   1
sex                      2
sf                       2
shag                     1
shape                    3
share                    5
shareholders             2
sharpness                1
she                      11
sheet                    1
sheets                   3
sheffield                2
sheffields               1
shell                    1
shine                    2
shining                  3
shipping                 1
shoot                    1
shooter                  2
shopping                 2
short                    1
short-lived              1
short-term               1
shortest                 1
shorts                   1
should                   10
show                     17
showed                   14
showing                  3
shown                    8
shows                    6
shredded                 1
shrewd                   1
shrinking                1
shrouds                  1
shut                     1
shuttle                  1
sialyl-lewis-x           1
side                     5
sides:                   1
siegler                  1
sierra                   1
signal                   5
signaling                2
signals                  4
signatures               2
signed                   1
significant              7
significantly            5
signify                  1
signs                    2
silence                  2
silencing                4
silicon                  6
silver                   1
simcity                  1
similar                  11
similar:                 1
similarities             1
simple                   4
simply                   5
simulate                 1
simulated                1
simulation               1
simulations              2
simultaneously           2
since                    12
single                   9
single-cell              2
single-celled            1
single-walled            1
sinica                   1
site                     5
sites                    4
six                      9
size                     6
sizeable                 1
skewed                   1
skippen                  3
skull                    7
skulls                   13
sky                      3
slamming                 1
slams                    1
slex                     8
slex-like                1
slightly                 1
slip                     1
slow-moving              1
slows                    1
small                    13
small-business           1
smaller                  7
smallest                 1
smallpox                 1
smart                    1
smartphone               9
smartphones              10
smoke                    1
smooth                   1
smoothest                1
sniffen                  6
snout                    1
snowfall                 1
so                       45
so-called                2
social                   2
socializing              1
societies                1
socorro                  1
software                 4
soho                     2
soil                     1
sokolov                  3
solar                    16
sold                     2
solely                   1
solid                    3
solid-like               1
solid-state              4
solutions                2
solve                    4
solved                   2
some                     25
someday                  1
someone                  5
something                4
sometimes                3
somewhat                 1
sonar                    1
sony                     2
sonys                    1
soon                     2
sophisticated            1
sort                     2
sorts                    1
sound                    6
sounds                   6
source                   9
sources                  5
south                    1
space                    60
space-based              1
space-going              1
space-worthy             1
spacecraft               9
spacelab                 4
spain                    1
span                     1
spark                    1
sparked                  1
spawn                    2
spawning                 1
speaking                 1
special                  1
specially                2
specific                 6
specifically             3
spectra                  1
spectral                 1
spectrometry             1
spectrum                 1
speed                    6
speediest                1
speeds                   3
speedy                   1
spell                    1
spend                    2
spending                 1
spent                    2
sperm                    12
sperm-binding            1
sperm-egg                1
sperms                   1
spheres                  1
spin                     1
spins                    2
spiral                   6
spirals                  1
spirit                   2
spitzer                  1
split                    2
spoke                    1
spokesman                2
spontaneous              2
spontaneously            1
spooky                   1
sporadically             1
spot                     4
spots                    2
spread                   2
spreading                1
spring-run               1
sprint                   2
sprints                  1
spukhafte                1
spur                     1
squyres                  1
st                       1
stability                1
stabilization            1
stable                   3
staff                    1
stage                    8
stages                   3
standard                 6
standards                4
stands                   1
stanford                 8
stanley                  1
star                     18
star-formation           1
star-like                1
stared                   1
stars                    10
stars08.23.11            1
stars08.31.11            1
start                    4
started                  3
starting                 2
state                    12
state-of-the-art         1
statement                5
states                   6
stathis                  1
static                   5
stating                  3
station                  20
stations                 1
stays                    1
steadily                 1
steady                   1
stellar                  2
stem                     1
stemming                 1
step                     7
stepanauskas             3
steve                    5
steven                   1
sticky                   3
stiffer                  1
stiffest                 1
stifling                 1
still                    20
stimulate                1
stimulated               1
stimulates               2
stinging                 1
stitch                   1
stockholm                1
stood                    1
stop                     3
storage                  5
store                    4
stored                   3
storing                  1
storm                    1
storms                   1
straight                 8
straightened             1
strain                   2
strange                  1
strategies               3
stream                   4
streaming                3
streams                  4
street                   1
strength                 4
stress                   12
stress-related           3
stress-response          1
stretches                1
strike                   1
strikes                  1
striking                 1
strikingly               1
strips                   1
strong                   4
stronger                 1
strongest                1
strongly                 2
structural               1
structure                13
structured               1
structures               9
sts-135                  2
student                  2
students                 17
studied                  3
studies                  10
study                    52
studying                 5
stumbling                1
stymied                  1
sub-fertility            2
subject                  1
submarine                1
submerged                2
subsequent               1
subsequently             2
substantially            3
substrate                10
substrates               2
subway                   1
succeeded                2
success                  5
successful               4
successfully             4
such                     28
sucked                   1
suddenly                 2
sued                     2
sues                     1
suffering                1
sufficient               1
sugar                    6
sugar-depleted           1
sugars                   8
suggest                  5
suggested                3
suggesting               1
suggests                 2
suing                    1
suit                     4
suitable                 4
suite                    3
sulfate-rich             1
sulfuric                 1
sulphur                  1
sum                      1
summer                   4
summers                  1
sun                      13
sun-like                 1
sunlight                 5
suns                     7
sunspot                  8
sunspots                 12
super-fast               1
supercapacitor           4
supercapacitors          2
superior                 1
supermassive             10
supersized               1
supersonic               2
supplement               1
supplies                 1
supply                   2
support                  4
supported                2
supporters               1
supporting               2
supposed                 2
suppressor               1
sure                     4
surely                   1
surface                  20
surfaced                 1
surfaces                 1
surfacing                1
surge                    1
surprise                 4
surprised                3
surprisingly             2
surreal                  1
surrounding              3
surroundings             1
survey                   4
surveyed                 1
survive                  3
survived                 2
susceptible              1
suspended                1
sustained                2
sven                     2
swallow                  1
sweet                    1
swift                    10
swifts                   1
swirl                    1
swirling                 1
swirls                   1
switch                   2
switched                 1
symmetrical              5
symmetry                 1
symptoms                 2
synchronized             1
synergetic               1
synthesis                1
synthesised              1
synthesize               2
synthesizing             3
synthetic                1
system                   23
systematic               1
systems                  17
t-mobile                 3
t-mobiles                3
tab                      1
tablet                   12
tablets                  3
tabs                     1
tag                      1
taiwan                   2
take                     9
taken                    5
takes                    3
taking                   4
tale                     1
talking                  1
talks                    3
tangible                 1
tanja                    1
tape                     2
target                   8
targeted                 2
targeting                4
targets                  3
task                     3
tasks                    1
teach                    1
teachers                 1
teaching                 1
team                     37
teams                    2
tease                    1
tech                     3
techcrunch               1
techcrunchs              1
technical                1
technicians              1
technique                7
techniques               3
technologies             6
technology               16
teeth                    1
telekom                  1
telephone                1
telescope                9
telescopes               3
televisions              1
tell                     1
telltale                 1
temperature              5
temperatures             5
